index	code	transcribed_group	plaintext
1626	18^o	1^o 8	d
1627	609^o	6^o 0 9	uit
1628	583^CircleWithHorizontalBar	5^_ 8^+ 3	s
1629	"514^"""	5^'' 1 4	chi
1630	"150^"""	1^'' 5 0	as?
1631	61^o	6^o 1	so
1632	61	6 1	
1633	"745^"""	7^'' 4 5	ci
1634	"227^"""	2^'' 2 7	atic?
1635	7	7	te
1636	227^o	2^o 2 7	ver
1637	853^^	8^^ 5 3	
1638	86	8 6	en
1639	158	1 5 8	en
1640	16	1 6	daar
1641	60	6 0	door
1642	5^^	5^^	ng
1643	2	2	een
1644	381	3 8 1	b
1645	"128^"""	1^'' 2 8	al'
1646	"368^"""	3^'' 6 8	an
1647	"583^"""	5^'' 8 3	ce
1648	7	7	te
1649	689	6 8 9	formeean?
1650	25^^	2^^ 5	om
1651	39	3 9	hun
1652	34^_	3 4^_	
1653	649^o	6^o 4 9	vlood
1654	34^_	3^_ 4^_	
1655	114^^	1 1^^ 4	het
1656	18^o	1^o 8	d
1657	609^o	6^o 0 9	uit
1658	583^CircleWithHorizontalBar	5^+ 8 3	s
1659	"514^"""	5^'' 1 4	chi
1660	884^^	8^^ 8 4	rÿk
1661	7	7	te
1662	280^_	2 8^_ 0	h
1663	196	1 9 6	er
1664	117^^	1^^ 1 7	w
1665	34^_	3^_ 4^_	
1666	674	6 7 4	n
1667	86	8 6	en
1668	21^^	2^^ 1	
1669	489^_	4^_ 8^_ 9	main
1670	4^CircleWithHorizontalBar	4^+	t
1671	730^_	7 3^_ 0	in
1672	80	8 0	eeron
1673	331^_	3^_ 3^_ 1	maar
1674	34^_	3^_ 4^_	
1675	62^CircleWithHorizontalBar	6^+ 2^_	
1676	60^^	6^^ 0	ock
1677	25^^	2^^ 5	om
1678	206^CircleWithHorizontalBar	2^+ 0^_ 6	zig
1679	497	4 9 7	even
1680	362^o	3^o 6 2	tu?
1681	37^^	3^^ 7	e
1682	327	3 2 7	ei
1683	34	3 4	den
1684	253^CircleWithHorizontalBar	2 5^+ 3	weg
1685	7	7	te
1686	381	3 8 1	b
1687	"104^"""	1^'' 0 4	aan
1688	86	8 6	en
1689	158	1 5 8	en
1690	25	2 5	de
1691	672^_	6^_ 7^_ 2	middel
1692	7^_	^_ 7	
1693	742^_	7^_ 4^_ 2	menageeren
1694	158	1 5 8	en
1695	577^^	5^^ 7 7	prepar
1696	80	8 0	eeron
1697	132^CircleWithHorizontalBar	1^+ 3^_ 2	zo
1698	26^CircleWithHorizontalBar	2^+ 6	wel
1699	25^^	2^^ 5	om
1700	26	2 6	de
1701	107^o	1 0^o 7	ro
1702	25^^	2^^ 5	om
1703	583^CircleWithHorizontalBar	5^+ 8 3	s
1704	"514^"""	5^'' 1 4	chi
1705	376^_	3^_ 7^_ 6	koning
1706	186^^	1^^ 8 6	s
1707	117^^	1 1^^ 7	w
1708	"15^"""	1^'' 5	a
1709	"128^"""	1 2^'' 8	al'
1710	34^_	3^_ 4^_	
1711	226	2 2 6	
1712	889^_	8^_ 8 9	van den
1713	"91^"""	9^'' 1	aa
1714	34^^	3^^ 4	r
1715	4^CircleWithHorizontalBar	4^+	t
1716	583^CircleWithHorizontalBar	5^_ 8^+ 3	s
1717	922	9 2 2	
1718	834	8 3 4	fransek
1719	380	3 8 0	van
1720	4^CircleWithHorizontalBar	4^+	t
1721	298^^	2^^ 9 8	os
1722	30^^	3^^ 0	c
1723	"104^"""	1^'' 0 4	aan
1724	86	8 6	en
1725	60	6 0	door
1726	7	7	te
1727	17^o	1^o 7	z
1728	347	3 4 7	et
1729	414^o	4^o 1 4	ten
1730	"59^"""	5^'' 9	als
1731	25^^	2^^ 5	om
1732	34^_	3^_ 4^_	
1733	114^^	1 1^^ 4	het
1734	"728^"""	7^'' 2 8	by zonder
1735	34^_	3 4^_	
1736	344^o	3^o 4 4	tÿd
1737	86	8 6	en
1738	190^CircleWithHorizontalBar	1^+ 9^_ 0	wÿl
1739	37^^	3^^ 7	e
1740	114^^	1^^ 1 4	het
1741	17^o	1^o 7	z
1742	748	7 4 8	ÿ
1743	"574^"""	5^'' 7 4	by
1744	300^^	3 0^^ 0	over
1745	311	3 1 1	l
1746	748	7 4 8	ÿ
1747	34	3 4	den
1748	889^_	8^_ 8^_ 9	van den
1749	488^o	4^o 8 8	tegenvoordig
1750	86	8 6	en
1751	327^CircleWithHorizontalBar	3^+ 2 7	
1752	"311^"""	3^'' 1 1	be
1753	748	7 4 8	ÿ
1754	196	1 9 6	er
1755	86	8 6	en
1756	182^CircleWithHorizontalBar	1 8^+ 2	wien
1757	583^CircleWithHorizontalBar	5^+ 8 3	s
1758	583	5 8 3	
1759	877^_	8^_ 7^_ 7	ond
1760	71^_	7^_ 1^_	heid
1761	583^CircleWithHorizontalBar	5^_ 8^+ 3	s
1762	422^o	4^o 2 2	toc/toe?
1763	77^o	7^o 7	stana
1764	149^_	1^_ 4^_ 9^_	hem
1765	705	7 0 5	geene
1766	539^_	5^_ 3^_ 9	lang
1767	37^^	3^^ 7	e
1768	96	9 6	dagen
1769	572^_	5^_ 7^_ 2^_	meer
1770	583^CircleWithHorizontalBar	5^+ 8 3	s
1771	30^^	3^^ 0	c
1772	280^_	2^_ 8^_ 0	h
1773	748	7 4 8	ÿ
1774	674	6 7 4	n
1775	158	1 5 8	en
1776	7	7	te
1777	"311^"""	3^'' 1 1	be
1778	311	3 1 1	l
1779	306	3 0 6	oo
1780	89	8 9	s
1781	86	8 6	en
1782	21^^	2^^ 1	
1783	60^^	6^^ 0	ock
1784	"574^"""	5^'' 7 4	by
1785	314	3 1 4	eenig
1786	"217^"""	2^'' 1 7	andere
1787	"311^"""	3^'' 1 1	be
1788	596^^	5^^ 9 6	qua
1789	"15^"""	1^'' 5	a
1790	343^_	3 4^_ 3^_	
1791	783	7 8 3	gelegenheid
1792	39	3 9	hun
1793	584^o	5 8^o 4	voorgemeld
1794	37^^	3^^ 7	e
1795	18^o	1^o 8	d
1796	160	1 6 0	o
1797	327	3 2 7	ei
1798	181	1 8 1	einde?
1799	414^o	4 1^o 4	ten
1800	219^^	2^^ 1 9	op zigt
1801	37^^	3^^ 7	e
1802	883^_	8^_ 8^_ 3	van de
1803	"195^"""	1^'' 9 5	ac
1804	674^^	6^^ 7 4	qui
1805	134^o	1 3^o 4	si
1806	343^o	3^o 4 3	tu
1807	158	1 5 8	en
1808	227^o	2^o 2 7	ver
1809	314	3 1 4	eenig
1810	114^_	1 1^_ 4^_	ing[en]
1811	380	3 8 0	van
1812	381	3 8 1	b
1813	37^^	3^^ 7	e
1814	748	7 4 8	ÿ
1815	196	1 9 6	er
1816	158	1 5 8	en
1817	952^_	9 5^_ 2^_	onder
1818	39	3 9	hun
1819	135	1 3 5	dom
1820	34^_	3^_ 4^_	
1821	"227^"""	2^'' 2 7	atic?
1822	7	7	te
1823	"638^"""	6^'' 3 8	bew?
1824	68^^	6^^ 8	ord
1825	196	1 9 6	er
1826	86	8 6	en
1827	114^^	1^^ 1 4	het
1828	17^o	1 7^o	z
1829	748	7 4 8	ÿ
1830	60	6 0	door
1831	114^^	1^^ 1 4	het
1832	"487^"""	4^'' 8 7	bew
1833	767^o	7^o 6 7	us
1834	251^o	2^o 5 1	te
1835	511^^	5^^ 1 1	project
1836	21^^	2^^ 1	
1837	277^o	2^o 7 7	Tractaat ven
1838	34^^	3^^ 4	r
1839	41^^	4^^ 1	u
1840	748	7 4 8	ÿ
1841	311	3 1 1	l
1842	114^_	1^_ 1^_ 4^_	ing[en]
1843	184^o	1 8^o 4	tegen
1844	26	2 6	de
1845	306	3 0 6	oo
1846	583^CircleWithHorizontalBar	5^_ 8^+ 3	s
1847	414^o	4^o 1 4	ten
1848	884^^	8^^ 8 4	rÿk
1849	822^^	8^^ 2 2	se
1850	6	6	ne
1851	113	1 1 3	der
1852	311^_	3^_ 1^_ 1^_	land
1853	417^o	^_ 4^o 1 7	ter
1854	609^o	6^o 0 9	uit
1855	576^o	5^o 7 6	voer
1856	7	7	te
1857	"570^"""	5^'' 7 0	breug?
1858	158	1 5 8	en
1859	21^^	2^^ 1	
1860	366^^	3^^ 6 6	op
1861	387	3 8 7	eenige
1862	"217^"""	2^'' 1 7	andere
1863	40^CircleWithHorizontalBar	4^+ 0^_	wÿze
1864	254^CircleWithHorizontalBar	2^+ 5^_ 4	welke
1865	26	2 6	de
1866	344^o	3^o 4 4	tÿd
1867	583^CircleWithHorizontalBar	5^+ 8^_ 3	s
1868	800^_	8^_ 0^_ 0	
1869	158^_	^_ 1 5 8	
1870	783	7 8 3	gelegenheid
1871	84	8 4	zullen
1872	373^_	3^_ 7^_ 3	komen
1873	"104^"""	1 0^'' 4	aan
1874	25	2 5	de
1875	984	9 8 4	hand
1876	7	7	te
1877	707	7 0 7	geven?
1878	34^_	3^_ 4^_	
1879	52	5 2	dit
1880	723	7 2 3	
1881	293^CircleWithHorizontalBar	2^+ 9 3	zoude?
1882	114^^	1 1^^ 4	het
1883	18^o	1 8^o	d
1884	"368^"""	3^'' 6 8	an
1885	46^CircleWithHorizontalBar	4^+ 6^_	zeker?
1886	16	1 6	daar
1887	366^^	3^^ 6 6	op
1888	29^^	2^^ 9	
1889	581^^	5^^ 8 1	principaal
1890	831^_	8^_ 3^_ 1	meet
1891	86	8 6	en
1892	"104^"""	1 0^'' 4	aan
1893	373^_	3^_ 7^_ 3	komen
1894	21^^	2^^ 1	
1895	86	8 6	en
1896	34^_	3 4^_	
1897	3^_	3^_	
1898	633^o	6^o 3 3	verre
1899	114^^	1^^ 1 4	het
1900	13^_	1^_ 3^_	hot
1901	380	3 8 0	van
1902	289^o	2^o 8 9	V
1903	526^^	5^^ 2 6	ra
1904	869^^	8^^ 6 9	n
1905	413^^	4^^ 1 3	k
1906	884^^	8^^ 8 4	rÿk
1907	4^CircleWithHorizontalBar	4^+	t
1908	"368^"""	3^'' 6 8	an
1909	583^CircleWithHorizontalBar	5^+ 8^_ 3	s
1910	572^_	5^_ 7^_ 2^_	meer
1911	113	1 1 3	der
1912	158	1 5 8	en
1913	299	2 9 9	
1914	"43^"""	4^'' 3	abel
1915	113	1 1 3	der
1916	550	5 5 0	ge
1917	"822^"""	8^'' 2 2	dispos
1918	674	6 7 4	n
1919	750	7 5 0	cerd
1920	43^CircleWithHorizontalBar	4^+ 3^_	zal
1921	90	9 0	zÿn
1922	25^^	2^^ 5	om
1923	417^o	4^o 1 7	ter
1924	"638^"""	6^'' 3 8	bew?
1925	68^^	6^^ 8	ord
1926	196	1 9 6	er
1927	114^_	1^_ 1^_ 4	ing[en]
1928	380	3 8 0	van
1929	114^^	1^^ 1 4	het
1930	584^o	5^o 8 4	voorgemeld
1931	37^^	3^^ 7	e
1932	59^^	5^^ 9	oog
1933	971^_	9^_ 7^_ 1^_	merk/mert?
1934	294^o	2^o 9 4	van het Hof
1935	380	3 8 0	van
1936	117^^	1 1^^ 7	w
1937	78	7 8	
1938	366^^	3^^ 6 6	op
1939	"311^"""	3^'' 1 1	be
1940	748	7 4 8	ÿ
1941	196	1 9 6	er
1942	86	8 6	en
1943	7	7	te
1944	"753^"""	7^'' 5 3	
1945	"59^"""	5^'' 9	als
1946	114^^	1^^ 1 4	het
1947	26^CircleWithHorizontalBar	2^+ 6	wel
1948	777^_	7^_ 7^_ 7	nict?
1949	583^CircleWithHorizontalBar	5^+ 8 3	s
1950	30^^	3^^ 0	c
1951	280^_	2 8^_ 0	h
1952	4	4	een
1953	7	7	te
1954	90	9 0	zÿn
1955	731^o	7^o 3 1	voor
1956	213^o	2^o 1 3	
1957	173^_	1^_ 7^_ 3^_	jaar
1958	943^o	^_ 9^o 4 3	wannur
1959	151^_	1^_ 5^_ 1^_	het
1960	28^^	2^^ 8	on
1961	550	5 5 0	ge
1962	"277^"""	2^'' 7 7	agt ?
1963	34	3 4	den
1964	731^o	7^o 3 1	voor
1965	"801^"""	8^'' 0 1	dut
1966	256^_	2^_ 5^_ 6	ige
1967	674	6 7 4	n
1968	158	1 5 8	en
1969	"78^"""	7^'' 8	
1970	22^o	2^o 2	la
1971	198^_	1^_ 9^_ 8	g
1972	355	3 5 5	euse
1973	674	6 7 4	n
1974	425^^	4^^ 2 5	pre
1975	748	7 4 8	ÿ
1976	583^CircleWithHorizontalBar	5^_ 8^+ 3	s
1977	254^CircleWithHorizontalBar	2^+ 5^_ 4	welke
1978	741^_	7^_ 4^_ 1	men
1979	431^^	4^^ 3 1	pretenduren
1980	299^_	2 9^_ 9	konde
1981	743	7 4 3	dak?
1982	15^_	1^_ 5^_	
1983	117^^	1 1^^ 7	w
1984	78	7 8	
1985	366^^	3^^ 6 6	op
1986	39	3 9	hun
1987	737^o	7^o 3 7	bewuste
1988	"677^"""	6^'' 7 7	
1989	482	4 8 2	entie
1990	211^_	2^_ 1^_ 1	hadde
1991	3^o	3^o	stel
1992	158^_	^_ 1 5 8	
1993	254^CircleWithHorizontalBar	2 5^+ 4	welke
1994	39^^	3^^ 9	men
1995	109^^	1 0^^ 9	met
1996	686^^	6^^ 8 6	rede
1997	158	1 5 8	en
1998	738	7 3 8	
1999	227^o	2^o 2 7	ver
2000	952^_	9^_ 5^_ 2	onder
2001	851^^	8^^ 5 1	steld
2002	37^^	3^^ 7	e
2003	29^^	2^^ 9	
2004	7	7	te
2005	216^_	2^_ 1^_ 6	hetten
2006	"311^"""	3^'' 1 1	be
2007	923^^	9^^ 2 3	staan
2008	158	1 5 8	en
2009	26	2 6	de
2010	478^^	4^^ 7 8	
2011	"227^"""	2 2^'' 7	atic?
2012	86	8 6	en
2013	"511^"""	5 1^'' 1	
2014	134^o	1 3^o 4	si
2015	37^^	3^^ 7	e
2016	414^o	4^o 1 4	ten
2017	226	2 2 6	
2018	380	3 8 0	van
2019	289^o	2^o 8 9	V
2020	526^^	5^^ 2 6	ra
2021	869^^	8^^ 6 9	n
2022	413^^	4^^ 1 3	k
2023	884^^	8^^ 8 4	rÿk
2024	217^o	2 1^o 7	van
2025	311	3 1 1	l
2026	41^^	4 1^^	u
2027	941^^	9^^ 4 1	x
2028	185	1 8 5	em
2029	381	3 8 1	b
2030	147^^	1 4^^ 7	ou
2031	34^^	3^^ 4	r
2032	198^_	1^_ 9^_ 8^_	g
2033	335	3 3 5	ende
2034	991^_	9 9^_ 1^_	naam
2035	86	8 6	en
2036	782^_	7^_ 8^_ 2	noglens?
2037	658	6 5 8	
2038	256^_	2^_ 5^_ 6	ige
2039	"533^"""	5^'' 3 3	
2040	158^_	^_ 1 5 8	
2041	"217^"""	2^'' 1 7	andere
2042	406^^	4^^ 0 6	politique
2043	602^o	6^o 0 2	vue
2044	380^_	^_ 3 8 0	krÿgen?
2045	572^_	5^_ 7^_ 2	meer
2046	"316^"""	3^'' 1 6	become?
2047	831^_	8^_ 3^_ 1	meet
2048	216^_	2 1^_ 6	hetten
2049	851	8 5 1	
2050	25^^	2^^ 5	om
2051	206^CircleWithHorizontalBar	2 0^+ 6	zig
2052	16	1 6	daar
2053	34^_	3^_ 4^_	
2054	777^_	7^_ 7^_ 7	nict?
2055	7	7	te
2056	309^_	3 0^_ 9^_	laaten
2057	190	1 9 0	engagemen
2058	158	1 5 8	en
2059	25^^	2^^ 5	om
2060	114^^	1^^ 1 4	het
2061	563^o	5^o 6 3	vervolg
2062	883^_	8^_ 8^_ 3^_	van de
2063	1^^	1^^	negociatie
2064	300^^	3 0^^ 0	over
2065	120	1 2 0	
2066	738^^	7^^ 3 8	propositie F
2067	34^_	3 4^_	
2068	114^^	1 1^^ 4	het
2069	178	1 7 8	
2070	37^^	3^^ 7	e
2071	904^_	9 0^_ 4	mo
2072	668^_	6^_ 6^_ 8	ment
2073	7	7	te
2074	122^^	1 2^^ 2	ont
2075	117^^	1^^ 1 7	w
2076	748	7 4 8	ÿ
2077	598^_	5^_ 9^_ 8	ken
2078	109^^	1 0^^ 9	met
2079	"104^"""	1^'' 0 4	aan
2080	15^_	1^_ 5^_	
2081	117^^	1 1^^ 7	w
2082	78	7 8	
2083	136^CircleWithHorizontalBar	1^_ 3^+ 6	zonder
2084	206^CircleWithHorizontalBar	2 0^+ 6	zig
2085	366^^	3^^ 6 6	op
2086	26	2 6	de
2087	919^_	9^_ 1^_ 9	
2088	883^_	8^_ 8^_ 3	van de
2089	773	7 7 3	gedaan
2090	37^^	3^^ 7	e
2091	738^^	7 3^^ 8	propositie F
2092	9^^	9^^	nog
2093	417^o	4^o 1 7	ter
2094	2	2	een
2095	9^^	9^^	nog
2096	417^o	4^o 1 7	ter
2097	"217^"""	2^'' 1 7	andere
2098	49^CircleWithHorizontalBar	4^+ 9^_	zeile?
2099	34^_	3 4^_	
2100	114^^	1 1^^ 4	het
2101	"728^"""	7^'' 2 8	by zonder
2102	7	7	te
2103	363	3 6 3	
2104	21^^	2^^ 1	
2105	120	1 2 0	
2106	"59^"""	5^'' 9	als
2107	880^o	8^o 8 0	vol
2108	186^^	1^^ 8 6	s
2109	208^o	2 0^o 8	trek
2110	4^CircleWithHorizontalBar	4^+	t
2111	28^^	2^^ 8	on
2112	609^o	6^o 0 9	uit
2113	576^o	5^o 7 6	voer
2114	404^_	4^_ 0^_ 4	lijk
2115	21^^	2^^ 1	
2116	34^_	3 4^_	
2117	"195^"""	1^'' 9 5	ac
2118	"583^"""	5^'' 8 3	ce
2119	450	4 5 0	p
2120	4^CircleWithHorizontalBar	4^+	t
2121	"194^"""	1^'' 9 4	able
2122	883^_	8^_ 8^_ 3^_	van de
2123	984	9 8 4	hand
2124	7	7	te
2125	40^CircleWithHorizontalBar	4^+ 0^_	wÿze
2126	674	6 7 4	n
2127	34^_	3^_ 4^_	
2128	114^^	1^^ 1 4	het
2129	718	7 1 8	
2130	7	7	te
2131	549^^	5^^ 4 9	representieren
2132	26	2 6	de
2133	218^CircleWithHorizontalBar	2^+ 1 8	zwaar
2134	28^_	2^_ 8	
2135	141^_	1^_ 4^_ 1^_	
2136	158	1 5 8	en
2137	26	2 6	de
2138	"311^"""	3^'' 1 1	be
2139	34	3 4	den
2140	293^_	2^_ 9^_ 3	ke
2141	404^_	4^_ 0^_ 4^_	lijk
2142	141^_	1^_ 4^_ 1^_	
2143	254^CircleWithHorizontalBar	2^+ 5 4	welke
2144	"969^"""	9^'' 6 9	
2145	34^_	3^_ 4^_	
2146	"104^"""	1^'' 0 4	aan
2147	971^_	9^_ 7^_ 1	merk/mert?
2148	114^_	1^_ 1^_ 4^_	ing[en]
2149	754^_	7^_ 5^_ 4	moe
2150	850^^	8^^ 5 0	ste?
2151	674	6 7 4	n
2152	373^_	3^_ 7^_ 3^_	komen
2153	"128^"""	1^'' 2 8	al'
2154	132^CircleWithHorizontalBar	1^_ 3^+ 2	zo
2155	34	3 4	den
2156	68^_	6^_ 8^_	heer
2157	922	9 2 2	
2158	380	3 8 0	van
2159	213^o	2^o 1 3	
2160	381	3 8 1	b
2161	883^^	8^^ 8 3	rug
2162	569	5 6 9	gen
2163	772	7 7 2	gebr
2164	"277^"""	2^'' 7 7	agt ?
2165	87	8 7	is
2166	550	5 5 0	ge
2167	112^CircleWithHorizontalBar	1^_ 1^+ 2^_	worden
2168	132^CircleWithHorizontalBar	1^+ 3^_ 2	zo
2169	43^CircleWithHorizontalBar	4^+ 3^_	zal
2170	114^^	1^^ 1 4	het
2171	46^CircleWithHorizontalBar	4 6^+	zeker?
2172	17^o	1^o 7	z
2173	470	4 7 0	eg
2174	29^_	2^_ 9^_	ik
2175	9^^	9^^	nog
2176	406^_	4^_ 0^_ 6	man?
2177	583^CircleWithHorizontalBar	5 8^+ 3	s
2178	16	1 6	daar
2179	366^^	3^^ 6 6	op
2180	"104^"""	1 0^'' 4	aan
2181	373^_	3 7^_ 3	komen
2182	21^^	2^^ 1	
2183	15^_	1^_ 5^_	
2184	289^o	2 8^o 9	V
2185	526^^	5 2^^ 6	ra
2186	869^^	8^^ 6 9	n
2187	413^^	4^^ 1 3	k
2188	884^^	8^^ 8 4	rÿk
2189	"968^"""	9^'' 6 8	dien
2190	"333^"""	3^'' 3 3	aangeende
2191	"59^"""	5^'' 9	als
2192	787^_	7 8^_ 7^_	nu
2193	380	3 8 0	van
2194	"806^"""	8^'' 0 6	denk
2195	"237^"""	2^'' 3 7	
2196	86	8 6	en
2197	832^^	8^^ 3 2	
2198	227^o	2^o 2 7	ver
2199	"66^"""	6^'' 6	ander
2200	4^CircleWithHorizontalBar	4^+	t
2201	158	1 5 8	en
2202	"968^"""	9^'' 6 8	dien
2203	729^o	7^o 2 9	volgen
2204	34^_	3^_ 4^_	
2205	26	2 6	de
2206	602^o	6^o 0 2	vue
2207	86^_	^_ 8 6	
2208	59^^	5^^ 9	oog
2209	971^_	9^_ 7^_ 1	merk/mert?
2210	380^_	^_ 3 8 0	krÿgen?
2211	15^_	1^_ 5^_	
2212	117^^	1 1^^ 7	w
2213	78	7 8	
2214	264	2 6 4	ent
2215	761^^	7^^ 6 1	
2216	37^^	3^^ 7	e
2217	550	5 5 0	ge
2218	"822^"""	8^'' 2 2	dispos
2219	674	6 7 4	n
2220	750	7 5 0	cerd
2221	87	8 7	is
2222	25^^	2 5^^	om
2223	7	7	te
2224	"753^"""	7^'' 5 3	
2225	14^^	1^^ 4	
2226	17^o	1^o 7	z
2227	748	7 4 8	ÿ
2228	198^o	1 9^o 8	tot
2229	2	2	een
2230	705^_	7 0^_ 5^_	
2231	37^^	3^^ 7	e
2232	227^o	2 2^o 7	ver
2233	381	3 8 1	b
2234	34^_	3 4^_	
2235	18^o	1^o 8	d
2236	114^_	1^_ 1^_ 4	ing[en]
2237	109^^	1^^ 0 9	met
2238	15^_	1^_ 5	
2239	117^^	1 1^^ 7	w
2240	78	7 8	
2241	"199^"""	1^'' 9 9	af
2242	136^CircleWithHorizontalBar	1 3^+ 6	zonder
2243	404^_	4^_ 0^_ 4	lijk
2244	114^^	1^^ 1 4	het
2245	17^o	1 7^o	z
2246	748	7 4 8	ÿ
2247	198^o	1^o 9 8	tot
2248	114^^	1^^ 1 4	het
2249	689	6 8 9	formeean?
2250	883^_	8^_ 8^_ 3^_	van de
2251	153^_	1^_ 5^_ 3^_	hier
2252	584^o	5^o 8 4	voorgemeld
2253	37^^	3 7^^	e
2254	209^o	2^o 0 9	tri
2255	99^^	9^^ 9	ple
2256	"57^"""	5^'' 7	allientie
2257	363^o	3^o 6 3	tusschen
2258	924	9 2 4	het
2259	86	8 6	en
2260	26	2 6	de
2261	"315^"""	3^'' 1 5	beid
2262	370^_	3 7^_ 0	oorlogend
2263	37^^	3^^ 7	e
2264	13^_	1^_ 3^_	hot
2265	550	5 5 0	ge
2266	193^CircleWithHorizontalBar	1^+ 9 3	zaaon?
2267	264	2 6 4	ent
2268	404^_	4 0^_ 4^_	lijk
2269	"57^"""	5^'' 7	allientie
2270	18^o	1 8^o	d
2271	122^^	1 2^^ 2	ont
2272	"671^"""	6^'' 7 1	cem/cen?
2273	343^_	3 4^_ 3	
2274	25^_	2^_ 5^_	ie
2275	311	3 1 1	l
2276	"127^"""	1^'' 2 7	ai
2277	25	2 5	de
2278	21^_	2 1^_	
2279	52	5 2	dit
2280	253^^	2 5^^ 3	plus
2281	812	8 1 2	ha
2282	692^o	6 9^o 2	ut
2283	32^_	3 2^_	
2284	3^^	3^^	n'est
2285	390^^	3^^ 9 0	pas
2286	"15^"""	1^'' 5	a
2287	931^^	9^^ 3 1	
2288	180^^	1 8^^ 0	pos
2289	196	1 9 6	er
2290	673^^	6^^ 7 3	que
2291	18^o	1 8^o	d
2292	"368^"""	3^'' 6 8	an
2293	681	6 8 1	s
2294	378	3 7 8	la
2295	"671^"""	6^'' 7 1	cem/cen?
2296	180^^	1 8^^ 0	pos
2297	290^_	2 9^_ 0	ition
2298	147^^	1^^ 4 7	ou
2299	378	3 7 8	la
2300	"448^"""	4^'' 4 8	cen
2301	430^_	4 3^_ 0	cc
2302	450	4 5 0	p
2303	421^o	4^o 2 1	tion
2304	"916^"""	9^'' 1 6	
2305	511^^	5 1^^ 1	project
2306	378	3 7 8	la
2307	"691^"""	6^'' 9 1	
2308	25	2 5	de
2309	793^o	7 9^o 3	vi
2310	334	3 3 4	en
2311	921^_	9^_ 2^_ 1^_	ne
2312	"304^"""	3^'' 0 4	au
2313	806^^	8 0^^ 6	
2314	167^^	1 6^^ 7	per
2315	"916^"""	9^'' 1 6	
2316	334	3 3 4	en
2317	268^o	2^o 6 8	ti
2318	196	1 9 6	er
2319	37^^	3^^ 7	e
2320	668^_	6^_ 6^_ 8	ment
2321	26	2 6	de
2322	602^o	6 0^o 2	vue
2323	147^^	1 4^^ 7	ou
2324	97^o	9^o 7	o
2325	533	5 3 3	u
2326	381	3 8 1	b
2327	311	3 1 1	l
2328	5	5	i
2329	37^^	3^^ 7	e
2330	905^^	9^^ 0 5	ses
2331	178^o	1 7^o 8	sus
2332	52	5 2	dit
2333	583^CircleWithHorizontalBar	5 8^+ 3	s
2334	118^_	1^_ 1^_ 8	
2335	196	1 9 6	er
2336	417	4 1 7	est
2337	234^^	2 3^^ 4	
2338	456^^	4^^ 5 6	rapport
2339	"15^"""	1^'' 5	a
2340	905^^	9^^ 0 5	ses
2341	"810^"""	8^'' 1 0	dessein
2342	497^_	^_ 4 9 7	
2343	362^o	3^o 6 2	tu?
2344	327	3 2 7	ei
2345	583^CircleWithHorizontalBar	5 8^+ 3	s
2346	253^o	2^o 5 3	sur
2347	378	3 7 8	la
2348	674^^	6^^ 7 4	qui
2349	186^^	1^^ 8 6	s
2350	290^_	2 9^_ 0	ition
2351	26	2 6	de
2352	378	3 7 8	la
2353	"385^"""	3^'' 8 5	ba
2354	793^o	7 9^o 3	vi
2355	196	1 9 6	er
2356	37^^	3^^ 7	e
2357	417^o	4 1^o 7	ter
2358	190^CircleWithHorizontalBar	1 9^+ 0	wÿl
2359	52	5 2	dit
2360	55	5 5	doch
2361	4	4	een
2362	883^_	8 8^_ 3	van de
2363	581^^	5^^ 8 1	principaal
2364	37^^	3^^ 7	e
2365	789^_	7 8^_ 9	object
2366	87^_	^_ 8 7	hoop
2367	91^CircleWithHorizontalBar	9^+ 1^_	waar
2368	280^_	2 8^_ 0	h
2369	78	7 8	
2370	784	7 8 4	gelÿk
2371	300^^	3^^ 0 0	over
2372	649^o	6^o 4 9	vlood
2373	28^_	2^_ 8^_	
2374	"311^"""	3^'' 1 1	be
2375	598^_	5^_ 9^_ 8	ken
2376	4^CircleWithHorizontalBar	4^+	t
2377	87	8 7	is
2378	"130^"""	1 3^'' 0	alle
2379	39	3 9	hun
2380	550	5 5 0	ge
2381	280^_	2 8^_ 0	h
2382	37^^	3^^ 7	e
2383	748	7 4 8	ÿ
2384	343^_	3 4^_ 3	
2385	75^o	7^o 5	staat
2386	583^CircleWithHorizontalBar	5^+ 8^_ 3	s
2387	137^_	1^_ 3^_ 7	handel
2388	114^_	1^_ 1^_ 4^_	ing[en]
2389	114^^	^_ 1^^ 1 4	het
2390	17^o	1^o 7	z
2391	748	7 4 8	ÿ
2392	49	4 9	direct
2393	404^_	4^_ 0^_ 4	lijk
2394	21^^	2^^ 1	
2395	34^_	3^_ 4^_	
2396	49	4 9	direct
2397	404^_	4^_ 0^_ 4	lijk
2398	4^CircleWithHorizontalBar	4^+	t
2399	"368^"""	3^'' 6 8	an
2400	583^CircleWithHorizontalBar	5^_ 8^+ 3	s
2401	976^^	9^^ 7 6	sedert?
2402	4	4	een
2403	550	5 5 0	ge
2404	34^^	3^^ 4	r
2405	41^^	4 1^^	u
2406	748	7 4 8	ÿ
2407	39^^	3^^ 9	men
2408	344^o	3 4^o 4	tÿd
2409	583^CircleWithHorizontalBar	5^+ 8 3	s
2410	30^^	3^^ 0	c
2411	280^_	2^_ 8^_ 0	h
2412	748	7 4 8	ÿ
2413	6	6	ne
